key	created	updated	type	status	role	assignee	reporter	labels	components	parent	summary
NNT-6679	2024-08-16	2024-09-20	Defect	DONE	과거담당	heungshik	heungshik	프로젝타일	01. 기획[Planning Issues]		[프로젝타일] 금지된 지식 '방해하는 도둑들 물리치기' Task > 특정 위치에서 원거리 공격시 발사체가 적NPC에게 히트되지 않습니다.
NNT-6689	2024-08-16	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	리치_올드타운,퀘스트	01.-1. 기획[Uasset]		[퀘스트] 금지된 지식 '시타델 뒷문으로 빠져나가기' Task > 가젯 조작시 배경이 일순간 사라져 보이며, 이전 Task에서 처치한 거인이 리스폰되어 있습니다.
NNT-6773	2024-08-19	2024-09-24	Defect	DONE	과거담당	taehyung	taehyung	연기나는오두막,월드,은신	01.-1. 기획[Uasset]		[연기나는오두막][월드][은신] 산적 야영지 오두막 특정 부쉬에 숨어도 은신 효과가 적용되지 않는 현상
NNT-6839	2024-08-20	2024-09-30	Defect	DONE	과거담당	taehyung	taehyung	월드	01.-1. 기획[Uasset]		[월드] 레인보우제티 마을 항구쪽 난간이 볼팅펜스로 설정되어있는 현상
NNT-6854	2024-08-20	2024-10-07	Suggestions	DONE	과거담당	taehyung	taehyung	점령된구역	01. 기획[Planning Issues]		[점령된구역] 로즈워터 점령된구역에 배치된 NPC 종류와 개체수가 클리어 조건과 상이한 현상 문의
NNT-7086	2024-08-22	2024-10-08	Defect	DONE	과거담당	eunyoul	eunyoul	리치_올드타운,메인퀘스트,퀘스트	01. 기획[Planning Issues]		[퀘스트] 금지된 지식 거인 처치하기 태스크에서 진입 지점 방향으로 넉백 당하면 길막 가젯 너머로 이동됩니다.
NNT-7088	2024-08-22	2024-09-13	Defect	DONE	과거담당	euijun	euijun	기억의제단	01.-1. 기획[Uasset]		[기억의제단] 황금 골짜기의 그리핀 던전에서 특정 병사의 외형이 어색하게 출력되는 현상
NNT-7094	2024-08-22	2024-11-01	Defect	DONE	과거담당	heungshik	heungshik	점령된구역	01.-1. 기획[Uasset]		[점령된구역] 점령된 구역 : 클리프사이드 > 일부 네비메시가 끊긴곳이 존재하여 해당 구역에 위치시 npc가 추적이동하지 못하거나 모션이 굳습니다.
NNT-7096	2024-08-22	2024-09-26	Defect	DONE	과거담당	heungshik	heungshik	길찾기	01.-1. 기획[Uasset]		[길찾기] 올드타운:세력은신처 > 길이 있으나 길찾기 안내가 되지 않습니다.
NNT-7102	2024-08-23	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹	01. 기획[Planning Issues]		[레벨기믹] 올드타운:세력은신처 > 특정 위치의 문 기믹이 동작하지 않습니다.
NNT-7118	2024-08-23	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 미든크로스 마을 이정표 근방 프랍사이로 점프시 캐릭터가 무수히 떨리면서 조작이 불가해집니다.
NNT-7125	2024-08-23	2025-01-02	Defect	DONE	과거담당	heungshik	heungshik	월드	00. 데이터테이블[DataTable]		[월드] 출발의 조건 '짐마차를 훔친 산적들 처치하기' Task > 특정 지형에 위치시 pc가 끼어 이동이 불가합니다.
NNT-7132	2024-08-23	2024-10-16	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	01.-1. 기획[Uasset]		[전투] 출발의 조건 '동굴 빠져나가기' Task > 전투지역내 네비메시가 빈곳이 있어 해당 위치에서 공격시 npc가 추적이동하지 않고 굳어버립니다.
NNT-7163	2024-08-23	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	리치_하이가든,전투	01.-1. 기획[Uasset]		[전투] 장미의 길 '팩스턴 제압하기' Task > 전투 지역내 텐트위로 이동이 가능합니다
NNT-7164	2024-08-23	2024-11-01	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	01.-1. 기획[Uasset]		[전투] 장미의 길 '팩스턴 제압하기' Task > 전투 지역내 네비 메시가 끊어진곳이 존재하여 npc 의 추적 이동이 없거나 모션이 굳어버립니다.
NNT-7191	2024-08-23	2024-11-01	Defect	DONE	과거담당	heungshik	heungshik	네비메시	01.-1. 기획[Uasset]		[전투] 장미의 길 '매복한 도적들 처치하기' Task > 네비 메시가 끊어진 곳이 존재합니다.
NNT-7193	2024-08-23	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	리치_하이가든,전투	01.-1. 기획[Uasset]		[전투] 장미의 길 '매복한 도적들 처치하기' Task > NPC들이 나무 목책 가젯을 통과하여 PC를 추적합니다.
NNT-7204	2024-08-23	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	SFX	04. 아트[Art]		[SFX] 하이 가든 내 특정 물 타일에 평지에서의 발걸음 효과음이 적용되어있습니다.
NNT-7207	2024-08-23	2024-09-24	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 하이가든 내 각 구역별 입구가 좁아 탈것으로 이동이 불가합니다.
NNT-7211	2024-08-26	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	01.-1. 기획[Uasset]		[전투] 사라진 독 '가짜 재단사 처치' Task > 전투 지역내 네비 메시가 빈곳이 있어 해당 위치로 이동시 일부 npc의 위협 모션 및 추적이동이 없습니다.
NNT-7245	2024-08-26	2024-10-04	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	00. 데이터테이블[DataTable]		[전투] 위험한 만찬장 '포도주 도둑 처치하기' Task > 미로 정원 전투 지역내 네비메시가 끊어진곳이 다수 존재합니다.
NNT-7285	2024-08-26	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	네비메시,서브퀘스트,전투	01.-1. 기획[Uasset]		[전투] 위험에 빠진 장인 '용병들 처치하기' Task > 전투 지역내 네비메시가 끊어진곳이 존재합니다.
NNT-7295	2024-08-26	2024-11-01	Defect	DONE	과거담당	heungshik	heungshik	전투,프로젝타일	02. 서버[Server]		[전투] 위험에 빠진 장인 '용병들 처치하기' Task > 전투 지역내 네비메시가 끊어진곳이 존재하며, 원거리 공격시 발사체가 일부 프랍을 통과하여 명중됩니다.
NNT-7321	2024-08-27	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	네비메시,리치_하이가든,서브퀘스트,전투	01.-1. 기획[Uasset]		[전투] 범죄 마을 '토빈 제압하기' Task > 전투 지역내 네비메시가 끊어진곳이 다수 존재합니다.
NNT-7328	2024-08-27	2025-02-12	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	01.-1. 기획[Uasset]		[전투] 범죄 마을 '도적단 처치하기' Task > 전투 지역내 네비메시가 끊어진 곳이 다수 존재합니다.
NNT-7329	2024-08-27	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	길찾기	01.-1. 기획[Uasset]		[길찾기] 범죄 마을 '토빈이 언급한 소작농 찾아가기' Task > 길이 있으나 점선으로 안내됩니다.
NNT-7332	2024-08-27	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	01.-1. 기획[Uasset]		[전투] 범죄 마을 '도적단 처치하기' Task > 전투 지역 내 네비메시가 끊어진 곳이 존재합니다.
NNT-7340	2024-08-27	2024-09-24	Defect	DONE	과거담당	heungshik	heungshik	길찾기	01.-1. 기획[Uasset]		[길찾기] '롱의 야영지 인근 숨겨진 산적 야영지', '하이가든:세력은신처' 길찾기시, 갈수 없는 경로의 길을 안내합니다.
NNT-7342	2024-08-27	2024-10-16	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 롱의 야영지 인근 숨겨진 산적 야영지' > 전투 지역내 네비메시가 끊어지거나 빈곳이 존재합니다.
NNT-7344	2024-08-27	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 롱의 야영지 인근 숨겨진 산적 야영지' > 전투지역내 텐트위로 PC 이동이 가능합니다.
NNT-7345	2024-08-27	2025-04-16	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 롱의 야영지 인근 숨겨진 산적 야영지' > 전투 상태로 특정 지형에 위치시 주변 프랍에 막혀 PC가 빠져나오지 못합니다.
NNT-7379	2024-08-28	2024-09-26	Defect	DONE	과거담당	taehyung	taehyung	세력은신처	01.-1. 기획[Uasset]		[세력은신처] 올드타운 세력은신처 특정 위치에 NPC 이동을 방해하는 환경 오브젝트가 배치되어있는 현상
NNT-7383	2024-08-28	2024-09-27	Defect	DONE	과거담당	taehyung	taehyung	레벨기믹,세력은신처	00. 데이터테이블[DataTable]		[세력은신처][레벨기믹] 올드타운 세력은신처 클리어 전 특정 문 기믹이 상호작용 되지않고 아무런 메세지가 출력되지 않는 현상
NNT-7385	2024-08-28	2024-10-16	Defect	DONE	과거담당	heungshik	heungshik	리치_하이가든,전투	01.-1. 기획[Uasset]		[전투] 범죄 마을 '메로우의 집 앞 도적단 처치하기' Task > 전투 지역내 네비메시가 비어있거나, 끊겨 있는 지형이 존재합니다.
NNT-7399	2024-08-28	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	위치동기화	01.-1. 기획[Uasset]		[위치동기화] 프랍 위에 위치한 상태에서 적에게 피격시 PC는 프랍에 묻혀 갇힙니다.
NNT-7418	2024-08-28	2024-10-02	Defect	DONE	과거담당	heungshik	heungshik	점령된구역	01.-1. 기획[Uasset]		[점령된구역] 점령된 구역 : 로즈워터 > 전투 지역내 네비메시가 끊어진 곳이 존재합니다.
NNT-7436	2024-08-28	2024-10-16	Defect	DONE	과거담당	heungshik	heungshik	전투	01.-1. 기획[Uasset]		[전투] 기사가 되어라 '도적단 처치하기' Task > 전투 지역내 네비메시가 비어있거나 끊어진곳이 존재합니다.
NNT-7440	2024-08-28	2024-10-02	Defect	DONE	과거담당	heungshik	heungshik	리치_하이가든,서브퀘스트	01.-1. 기획[Uasset]		[서브퀘스트] 기사가 되어라 '습격당한 장소의 도적단 처치하기' Task > 전투지역내 네미메시가 끊어진 곳이 존재합니다.
NNT-7446	2024-08-28	2024-10-16	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 로지워터 인근 산적 야영지 > 전투 지역내 네비메시가 비어있거나 끊긴곳이 존재 합니다.
NNT-7447	2024-08-28	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 로지워터 인근 산적 야영지 > 전투 지역내 텐트 위로 이동이 가능합니다.
NNT-7451	2024-08-28	2024-09-25	Defect	DONE	과거담당	inho.jeong	inho.jeong	세력은신처	01.-1. 기획[Uasset]		[세력은신처] 세력 은신처 : 토르헨스퀘어에 상자 레벨 기믹이 공중에 떠있는것처럼 보이는 현상
NNT-7457	2024-08-28	2024-11-01	Defect	DONE	과거담당	heungshik	heungshik	점령된구역	02. 서버[Server]		[점령된구역] 점령된 구역 : 레인보우 제티 > 항구 쪽 NPC가 PC를 향한 위협 모션 중 물가로 추락합니다.
NNT-7461	2024-08-28	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	점령된구역	01.-1. 기획[Uasset]		[점령된구역] 점령된 구역 : 레인보우 제티 > 보스 스폰 지역 근방에 네비메시까 끊어진곳이 존재하며 이를 이용한 쉬운 전투가 가능합니다.
NNT-7462	2024-08-28	2024-10-16	Defect	DONE	과거담당	heungshik	heungshik	네비메시,점령된구역	01.-1. 기획[Uasset]		[점령된구역] 점령된 구역 : 레인보우 제티 > 네비메시가 비어있거나 끊어진 곳이 다수 존재 합니다.
NNT-7467	2024-08-29	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	점령된구역	01.-1. 기획[Uasset]		[점령된구역] 점령된 구역 : 허브힐 > 전투 지역내 네비메시가 비어있거나 끊어진곳이 존재합니다.
NNT-7468	2024-08-29	2025-05-21	Defect	DONE	과거담당	heungshik	heungshik	점령된구역	01.-1. 기획[Uasset]		[점령된구역] 점령된 구역 : 허브힐 > 전투 지역내 특정 건물 벽면에 볼팅펜스가 설정되어있습니다.
NNT-7471	2024-08-29	2024-09-25	Defect	DONE	과거담당	heungshik	heungshik	길찾기	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 모래막이 요새 >  길이 있으나 길찾기시 점선으로 안내됩니다.
NNT-7478	2024-08-29	2024-10-16	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 인어 요새 인근 디스아너드 은신처 > 전투 지역내 네비메시가 비어있거나 끊겨있는 곳이 존재합니다.
NNT-7479	2024-08-29	2024-10-14	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 인어 요새 인근 디스아너드 은신처 > 전투 지역내 텐트위로 PC 이동이 가능합니다.
NNT-7480	2024-08-29	2025-04-16	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	01.-1. 기획[Uasset]		[연기나는오두막] 연기 나는 오두막 : 인어 요새 인근 디스아너드 은신처 > 특정 위치의 암석들에서 npc들이 땅에서 솟아오르듯 PC에게 이동됩니다.
PROJECTT-22301	2024-08-29	2025-06-18	Sub-Task	DONE	보고자	kyubong	seokwan		TA	PROJECTT-21248	[월드][TA] FX 머티리얼에 디졸브 파라미터 추가
NNT-7487	2024-08-29	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹,버려진유적지	01. 기획[Planning Issues]		[레벨기믹] 버려진 유적지 : 녹색 항구 > 유적지내 문 기믹 조작이 불가합니다.
NNT-7491	2024-08-29	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 녹색 항구 > 벽화판 옆에 연결된 나무다리의 지면이 좁습니다.
NNT-7493	2024-08-29	2024-09-23	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 학자의 성채 > 유적지내 특졍 지형에 PC가 공중에 떠있는것처럼 보이는 지형이 존재합니다.
NNT-7529	2024-08-29	2025-04-10	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 학자의 성채 > 특정 위치 진입시, PC가 공중에 떠있는것처럼 표현됩니다.
NNT-7626	2024-09-04	2024-09-25	Defect	DONE	과거담당	inho.jeong	inho.jeong	세력은신처	01. 기획[Planning Issues]		[세력은신처] 올드타운 세력은신처 문 기믹이 열려있어도 통과가 불가한 현상
NNT-7669	2024-09-04	2024-10-08	Defect	DONE	과거담당	euijun	euijun	월드,흉포한동물	01.-1. 기획[Uasset]		[흉포한동물][월드] 햐얀 엘크와 전투 시 특정 위치에서 공격 받지 않고 하얀 엘크를 타격 할 수 있는 현상
NNT-7682	2024-09-04	2024-09-24	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹	01.-1. 기획[Uasset]		[레벨기믹] 전투 지역내 열려있는 문기믹에 이동 제한 장막이 설치된 경우 기믹 주변의 텍스처가 노란색으로 빛납니다.
NNT-7684	2024-09-04	2024-09-13	Defect	DONE	과거담당	euijun	euijun	흉포한동물	01.-1. 기획[Uasset]		[흉포한동물] 하얀 엘크와 전투 시작 시 전투 영역에 경계선이 생성되며 선 밖으로 이동할 수 없는 현상
PROJECTT-22410	2024-09-05	2024-09-05	Sub-Task	DONE	현담당	seokwan	sungmin.jung	점령된구역	Design	PROJECTT-11366	[3.3.][크로우즈네스트][레벨] 점령된 구역 레벨디자인
PROJECTT-22415	2024-09-05	2025-06-18	Task	DONE	현담당	seokwan	sungmin.jung	세력은신처	Design		[월드][레벨] 올드타운 세력은신처 몬스터/미션/기믹 적용
PROJECTT-22418	2024-09-05	2024-09-23	Task	DONE	과거담당	eunji_jang	sungmin.jung	세력은신처	Design		[월드][레벨] 하이가든 세력은신처 몬스터/미션/기믹 적용
PROJECTT-22422	2024-09-05	2025-06-18	Task	DONE	과거담당	sungmin.jung	sungmin.jung	버려진유적지	Design		[월드][레벨] 버려진 유적지 플레이 개선
PROJECTT-22423	2024-09-05	2025-06-18	Task	DONE	과거담당	jieun.kwon	sungmin.jung	버려진유적지	Design		[월드][레벨] 버려진 유적지 플레이 개선
PROJECTT-22429	2024-09-05	2024-12-16	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	레벨디자인,버려진유적지,스톰랜드_3.3_크로우즈네스트	Design	PROJECTT-11366	[3.3.][크로우즈네스트][레벨] 필드 컨텐츠-버려진 유적지
NNT-7802	2024-09-06	2024-09-25	Defect	DONE	과거담당	taehyung	taehyung	월드,퀘스트	01.-1. 기획[Uasset]		[퀘스트] 금지된 지식 - 도둑들 추격하기 태스크에서 사다리가 MIDDLE WARTER 지형에 배치되어있어 상호작용이 불가능한 현상
NNT-7803	2024-09-06	2024-09-27	Defect	DONE	과거담당	taehyung	taehyung	퀘스트	00. 데이터테이블[DataTable]		[퀘스트] 금지된 지식 - 도서관 제한 구역으로 들어가기 테스크 진행시 샘웰 탈리 NPC가 디스폰 > 다음 위치에 재생성 되지 않는 현상
NNT-7860	2024-09-09	2024-09-25	Defect	DONE	과거담당	heungshik	heungshik	길찾기,미니맵,월드맵,최북단	01.-1. 기획[Uasset]		[길찾기] 라스트허스와 강철 '라스트 허스에 도움 요청하기' Task > 길찾기 동선에 불필요한 경로가 안내됩니다.
NNT-7871	2024-09-09	2024-09-25	Defect	DONE	과거담당	heungshik	heungshik	길찾기,미니맵,월드맵	01.-1. 기획[Uasset]		[길찾기] 라스트허스와 강철 '흔적을 따라가기' Task > 길찾기 경로내 불필요한 경로가 안내됩니다.
HELPDESK-79758	2024-09-09	2024-09-09	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-7973	2024-09-11	2024-09-26	Defect	DONE	과거담당	taehyung	taehyung	길찾기	01.-1. 기획[Uasset]		[길찾기] 리치 지역에서 기사가 되어라 서브퀘스트 길찾기 선택시 길안내가 출력되지 않는 현상
HELPDESK-80075	2024-09-11	2024-09-11	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-8039	2024-09-12	2024-09-27	Defect	DONE	과거담당	inho.jeong	inho.jeong	흉포한동물	01.-1. 기획[Uasset]		[흉포한동물] 전설의 곰 특정 영역에 장막이 생성되지 않아 올라가서 공격이 가능한 현상
NNT-8205	2024-09-20	2024-10-02	Defect	DONE	과거담당	heungshik	heungshik		01.-1. 기획[Uasset]		[월드] 점령된 구역 : 허브 빌리지 > 암석 프랍을 이용하여 목책 위로 이동이 가능합니다.
NNT-8206	2024-09-20	2024-10-02	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 몰스타운 근방의 폐가에 위치한 GoUp박스에 불필요한 프랍이 설치되어 있습니다.
NNT-8255	2024-09-23	2024-11-04	Defect	DONE	과거담당	heungshik	heungshik	FX장막,전투,피격,피격시_콜리전	01.-1. 기획[Uasset]		[전투] 보이지 않는 손 '카버의 비밀병기 처치' Task > 장막에서 피격시 장막 밖으로 밀려나가 재진입이 되지 않습니다.
NNT-8272	2024-09-24	2024-11-04	Defect	DONE	과거담당	heungshik	heungshik	FX장막,전투,피격시_콜리전	01.-1. 기획[Uasset]		[전투] 귀향 '텐족 전사와 전투' Task > 장막에 근접한 상태에서 피격시, 장막 바깥으로 밀려나갑니다.
NNT-8279	2024-09-24	2024-12-02	Defect	DONE	과거담당	heungshik	heungshik	인카운터	00. 데이터테이블[DataTable]		[인카운터] 최북단 : 까마귀 전서구 인카운터 영역 / 롱레이크 다리 > 동굴 내부의 상자 가젯들이 묻혀 있습니다.
NNT-8297	2024-09-25	2024-09-26	Defect	DONE	과거담당	heungshik	heungshik	리치_올드타운	01.-1. 기획[Uasset]		[퀘스트] 금지된 지식 '도서관의 출구 점거하기' Task > 입구쪽에서 원거리 공격시, PC를 향한 추적이동이 없습니다.
NNT-8344	2024-09-26	2024-09-30	Defect	DONE	과거담당	taehyung	taehyung	월드,인카운터	01.-1. 기획[Uasset]		[인카운터][월드] 볼튼 병사 처단 인카운터 전투구역에 GoUp박스가 설치되어 전투 중 NPC 접근 불가 구역으로 이동 가능한 현상
NNT-8353	2024-09-26	2024-11-05	Defect	DONE	과거담당	heungshik	heungshik	리치_올드타운,전투,퀘스트,피격시_콜리전	01.-1. 기획[Uasset]		[전투] 금지된 지식 '도서관의 출구 점거하기' Task > 장막에서 피격시 장막 밖으로 밀려나갑니다.
PROJECTT-22852	2024-09-26	2025-08-11	Bug	DONE	과거담당	jinjunhyuk	deokgyu	장벽너머원정	Client		[성장][장벽너머원정] 멀티에서 낙사 시, 정상적으로 사망 처리가 되지 않는 이슈
NNT-8430	2024-09-30	2024-10-08	Defect	DONE	과거담당	taehyung	taehyung	레벨기믹	01.-1. 기획[Uasset]		[레벨기믹] 최북단 특정 위치의 크레인 기믹에서 GoUp 박스와 크레인 연결 선이 보이지 않는 현상
NNT-8433	2024-09-30	2024-10-28	Defect	DONE	과거담당	taehyung	taehyung	레벨기믹	01.-1. 기획[Uasset]		[레벨기믹] 최북단 특정 위치의 GoUp박스를 특정 방향에서 이용시 위쪽 환경에 막혀 올라가지 못하는 현상
NNT-8438	2024-09-30	2024-10-07	Defect	DONE	과거담당	taehyung	taehyung	가젯	01.-1. 기획[Uasset]		[가젯] 웜워크 입구 앞 건물 전서구 위치에 배치된 파괴형 가젯 위치가 통로 뒤쪽에 배치된 현상
PROJECTT-22980	2024-10-07	2025-06-18	Task	DONE	보고자	minseok.seo	seokwan		Animation		[애니] 문BP 몽타주 각도 별 추가 요청
NNT-8504	2024-10-07	2025-10-21	Dev Bug	DONE	현담당	seokwan	seokwan		01. 기획[Planning Issues]		[클라] 시타델 월드에서 질주를 하면 아직 닿지도 않은 포탈 에리어에 들어간 것으로 판정됨.
NNT-8681	2024-10-15	2024-11-01	Defect	DONE	과거담당	heungshik	heungshik	기억의제단	04. 아트[Art]		[기억의제단] 황금 골짜기의 그리핀 > 월드내 일부 지형 지물들에 컬리전이 없어 통과됩니다.
NNT-8747	2024-10-17	2024-11-07	Defect	DONE	과거담당	heungshik	heungshik	FX장막	01.-1. 기획[Uasset]		[FX장막] 대부분의 컨텐츠에서 사용되는 장막에 근접한 상태에서 피격시 PC가 밀려 지역을 이탈합니다.
PROJECTT-23254	2024-10-22	2025-06-18	Sub-Task	DONE	과거담당	seeun	seeun	길찾기	Design	PROJECTT-23255	[성장][길찾기][레벨] 조건에 의해 오픈되는 길에 대한 처리 추가
NNT-8970	2024-10-22	2024-11-08	Defect	DONE	과거담당	heungshik	heungshik	북부_윈터펠,전투,퀘스트	01. 기획[Planning Issues]		[전투] 토르헨스퀘어 공방전 '적군 지휘관 처치하기' Task > 입구 막기용 목책 가젯에 근접하여 피격시, PC및 NPC가 가젯 위로 솟구칩니다.
NNT-9020	2024-10-23	2024-11-04	Defect	DONE	과거담당	euijun	euijun	흉포한동물	01.-1. 기획[Uasset]		[흉포한동물] 동굴 입구 부근에서 거대 곰과 전투 시 간헐적으로 거대 곰이 장막 안으로 이동하는 현상
NNT-9037	2024-10-23	2024-10-29	Defect	DONE	과거담당	seungwoo.l	seungwoo.l	기억의제단	00. 데이터테이블[DataTable]		[기억의제단] 그리핀 입장 - 입구에서 죽은 병사 시체와 인터렉션이 불가한 현상
NNT-9042	2024-10-23	2024-11-04	Defect	DONE	과거담당	euijun	euijun	월드,흉포한동물	01.-1. 기획[Uasset]		[흉포한동물][월드] 거대 곰과 전투 시 특정 위치에서 공격 받지 않고 거대 곰을 타격 할 수 있는 현상
NNT-9207	2024-10-29	2025-04-16	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 혼우드 성 남쪽 > 의도된 퍼즐 순서를 무시하고 조각 획득이 가능합니다.
NNT-9223	2024-10-29	2024-11-01	Defect	DONE	과거담당	euijun	euijun	기억의제단	01.-1. 기획[Uasset]		[기억의제단] 황금 골짜기의 그리핀 던전에서 문 열기 가젯 조작 후 캐릭터가 문 너머로 이동할 수 없는 현상
NNT-9296	2024-10-31	2024-11-13	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01. 기획[Planning Issues]		[버려진유적지] 버려진 유적지 : 몰스타운 > 일부 구간의 퍼즐 해소가 되지 않습니다.
NNT-9425	2024-11-06	2025-04-16	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 녹색항구 > 벽화판이 벽에 떨어져 설치되어 있습니다.
NNT-9473	2024-11-07	2025-04-16	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 기프트 > 벽화 뒤편에 숨겨진 비밀 공간이 있으며, 파괴시, 불이 피어오릅니다.
NNT-10453	2024-12-02	2024-12-17	Defect	DONE	과거담당	taehyung	taehyung	길찾기	04. 아트[Art]		[길찾기] 라스트 허스 입구 위쪽 특정 길은 길안내가 적용되지 않는 현상
NNT-10529	2024-12-03	2025-01-03	Suggestions	DONE	과거담당	heungshik	heungshik		01.-1. 기획[Uasset]		[현상수배] 선다운 퍼치 마을에 현상 수배 게시판이 꾸밈용으로 설치되어 있는건
NNT-10537	2024-12-03	2025-01-03	Defect	DONE	과거담당	heungshik	heungshik	리치_올드타운,퀘스트	04. 아트[Art]		[퀘스트] 금지된 지식 '도서관의 출구 점거하기' Task > 전투 지역내 일부 네비메시가 분리된곳이 있어 npc가 추적 접근하지 못합니다.
PROJECTT-24457	2024-12-03	2025-06-18	Bug	DONE	과거담당	sungmin.jung	jinjunhyuk		Design		[월드][버려진유적지] 지형에 끼이는 현상
PROJECTT-24627	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan	전사테스트	Design		[전사테스트] 토르헨 스퀘어 유적지 첫 구역 색상이 다른 프랍 수정
PROJECTT-24629	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan		Design		[전사테스트] 올드타운 양조장 지하 기믹 점프구간이 너무 어려움
PROJECTT-24630	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan	가젯,리치_2.1_올드타운,버려진유적지	Design		[전사테스트][버려진유적지] 올드타운 학자의 성채 버려진 유적에 캐리 가젯이 무용지물 됨
PROJECTT-24631	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan	리치_2.1_올드타운,전사테스트	Design		[전사테스트][레벨] 시타델 도서관 책장 프랍 중 일부에 컬리전 없음
PROJECTT-24644	2024-12-05	2025-06-18	Bug	DONE	보고자	eunji_jang	seokwan	레벨기믹,리치_2.1_올드타운,카메라	Design		[전사테스트][레벨] 시타델 도서관 지하수로 사다리 올라갈 때 카메라가 메시 뚫는 현상
PROJECTT-24646	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan	전사테스트	Design		[전사테스트] 최북단 사냥꾼의 집 앞에 허공에 떠있는 이펙트 제거
PROJECTT-24647	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan	전사테스트	Design		[전사테스트] 최북단 2.0 버려진 유적 2단 사다리 교체
PROJECTT-24648	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan	프랍	Design		[전사테스트][레벨] 테이블 및 의자 프랍 수정
PROJECTT-24649	2024-12-05	2025-06-18	Bug	DONE	보고자	sungmin.jung	seokwan		Design		[전사테스트][레벨] 끼이는 위치 조정
